year,month,stateDescription,sectorName,price,revenue,sales,tavg
2003,6,Iowa,all sectors,6.58,222.05438,3372.7371,71.0
2003,7,Iowa,all sectors,6.81,273.07459,4012.5637,76.8
2003,8,Iowa,all sectors,6.78,278.3666,4104.28512,78.0
2003,9,Iowa,all sectors,6.38,215.09882,3373.80436,63.5
2003,10,Iowa,all sectors,5.85,200.01443,3416.14649,55.3
2003,11,Iowa,all sectors,5.75,186.8399,3250.69653,38.1
2003,12,Iowa,all sectors,5.75,194.6324,3384.49376,32.0
2004,1,Iowa,all sectors,6.07,215.60341,3552.83083,20.0
2004,2,Iowa,all sectors,5.98,205.7665,3442.82237,25.4
2004,3,Iowa,all sectors,5.94,189.85881,3196.63161,42.7
2004,4,Iowa,all sectors,5.99,182.68877,3049.59795,54.1
2004,5,Iowa,all sectors,6.02,196.98413,3272.92818,63.9
2004,6,Iowa,all sectors,6.82,233.77081,3428.62595,69.0
2004,7,Iowa,all sectors,7.34,276.16984,3761.94447,72.6
2004,8,Iowa,all sectors,7.13,256.96459,3603.05612,69.0
2004,9,Iowa,all sectors,6.72,237.56977,3536.66326,68.7
2004,10,Iowa,all sectors,6.24,205.69249,3295.12259,53.7
2004,11,Iowa,all sectors,6.11,195.7294,3201.68851,42.7
2004,12,Iowa,all sectors,6.23,221.70449,3560.86114,29.7
2005,1,Iowa,all sectors,6.24,227.14978,3639.49786,21.7
2005,2,Iowa,all sectors,6.23,199.01836,3195.30865,33.5
2005,3,Iowa,all sectors,6.22,210.28399,3379.15257,39.8
2005,4,Iowa,all sectors,6.39,201.12794,3149.57642,56.2
2005,5,Iowa,all sectors,6.49,212.71651,3278.37481,60.4
2005,6,Iowa,all sectors,7.13,265.36582,3723.52328,74.6
2005,7,Iowa,all sectors,7.55,318.94628,4222.53831,77.9
2005,8,Iowa,all sectors,7.57,301.57772,3981.24694,75.0
2005,9,Iowa,all sectors,6.96,255.13886,3664.30223,70.1
2005,10,Iowa,all sectors,6.31,222.75266,3531.04767,54.5
2005,11,Iowa,all sectors,6.22,208.38613,3349.83124,42.0
2005,12,Iowa,all sectors,6.5,236.92796,3642.40801,23.7
2006,1,Iowa,all sectors,6.66,242.96791,3645.63044,35.1
2006,2,Iowa,all sectors,6.84,232.01569,3393.52832,27.8
2006,3,Iowa,all sectors,6.75,236.36355,3500.53778,39.2
2006,4,Iowa,all sectors,6.64,214.15553,3223.79204,56.6
2006,5,Iowa,all sectors,6.56,220.2814,3358.50886,63.1
2006,6,Iowa,all sectors,7.18,274.02365,3814.846,73.5
2006,7,Iowa,all sectors,7.89,340.93133,4320.9321,78.7
2006,8,Iowa,all sectors,7.89,327.61576,4151.6445,74.4
2006,9,Iowa,all sectors,7.6,266.14631,3501.49368,62.3
2006,10,Iowa,all sectors,6.82,233.95772,3429.46845,49.8
2006,11,Iowa,all sectors,6.44,216.24155,3358.74517,41.7
2006,12,Iowa,all sectors,6.41,233.1056,3637.70766,34.9
2007,1,Iowa,all sectors,6.49,242.94563,3743.09257,24.2
2007,2,Iowa,all sectors,6.56,235.40915,3590.5303,19.0
2007,3,Iowa,all sectors,6.43,230.698,3587.89033,45.0
2007,4,Iowa,all sectors,6.53,220.11067,3371.15701,48.7
2007,5,Iowa,all sectors,6.57,232.6463,3540.80072,66.4
2007,6,Iowa,all sectors,7.13,275.58789,3864.06713,72.6
2007,7,Iowa,all sectors,7.7,333.64405,4330.92535,77.0
2007,8,Iowa,all sectors,7.71,345.85005,4484.55701,77.0
2007,9,Iowa,all sectors,7.17,268.68406,3748.83792,66.5
2007,10,Iowa,all sectors,6.57,244.68785,3725.63621,57.1
2007,11,Iowa,all sectors,6.28,221.2523,3522.63282,39.0
2007,12,Iowa,all sectors,6.42,241.40604,3759.39561,23.4
2008,1,Iowa,all sectors,6.32,258.17094,4086.65352,19.7
2008,2,Iowa,all sectors,6.25,241.47194,3861.20292,20.0
2008,3,Iowa,all sectors,6.52,249.97835,3831.80443,35.4
2008,4,Iowa,all sectors,6.59,236.7709,3594.47877,47.6
2008,5,Iowa,all sectors,6.71,237.74319,3540.78805,60.7
2008,6,Iowa,all sectors,7.24,265.28452,3663.96471,71.3
2008,7,Iowa,all sectors,7.79,322.31322,4135.82883,75.3
2008,8,Iowa,all sectors,7.96,325.05312,4081.40003,72.9
2008,9,Iowa,all sectors,7.31,257.521,3523.78494,65.2
2008,10,Iowa,all sectors,6.55,237.2339,3619.71917,53.9
2008,11,Iowa,all sectors,6.29,223.75435,3554.9537,38.9
2008,12,Iowa,all sectors,7.01,279.96888,3993.49093,21.4
2009,1,Iowa,all sectors,6.78,282.32584,4166.85598,18.7
2009,2,Iowa,all sectors,6.86,249.56734,3635.90975,30.1
2009,3,Iowa,all sectors,7.04,256.8094,3648.04907,41.2
2009,4,Iowa,all sectors,7.08,235.96472,3333.16957,50.9
2009,5,Iowa,all sectors,7.06,228.06567,3232.50892,62.9
2009,6,Iowa,all sectors,7.67,282.6916,3686.6852,72.5
2009,7,Iowa,all sectors,8.82,328.84254,3726.35792,72.1
2009,8,Iowa,all sectors,8.37,325.5726,3887.92777,72.4
2009,9,Iowa,all sectors,7.8,265.95039,3410.20471,66.9
2009,10,Iowa,all sectors,7.02,234.4429,3340.90209,47.7
2009,11,Iowa,all sectors,6.84,240.5363,3516.25474,47.0
2009,12,Iowa,all sectors,7.02,284.56148,4056.36928,22.8
2010,1,Iowa,all sectors,6.94,284.45623,4100.04889,17.0
2010,2,Iowa,all sectors,6.78,249.70633,3683.88664,20.6
2010,3,Iowa,all sectors,7.29,261.78414,3593.14515,41.3
2010,4,Iowa,all sectors,7.36,252.28149,3426.36809,59.0
2010,5,Iowa,all sectors,7.55,267.25358,3539.80977,63.2
2010,6,Iowa,all sectors,7.86,306.22891,3894.5193,74.5
2010,7,Iowa,all sectors,9.13,377.27436,4133.42414,78.2
2010,8,Iowa,all sectors,8.86,391.06474,4412.90986,77.8
2010,9,Iowa,all sectors,7.94,280.85181,3534.99947,66.1
2010,10,Iowa,all sectors,7.33,254.95415,3480.05485,57.4
2010,11,Iowa,all sectors,7.1,254.58523,3584.24368,41.0
2010,12,Iowa,all sectors,7.37,299.29083,4061.85919,23.8
2011,1,Iowa,all sectors,7.16,296.97235,4150.4056,18.8
2011,2,Iowa,all sectors,7.26,269.18874,3706.09315,26.7
2011,3,Iowa,all sectors,7.3,274.55159,3763.22951,39.3
2011,4,Iowa,all sectors,7.21,246.4325,3417.02039,51.8
2011,5,Iowa,all sectors,7.28,257.67335,3541.28559,62.9
2011,6,Iowa,all sectors,7.88,300.68441,3814.39343,72.8
2011,7,Iowa,all sectors,8.57,383.95935,4479.84522,81.5
2011,8,Iowa,all sectors,8.34,350.3497,4203.28226,75.9
2011,9,Iowa,all sectors,7.87,278.00355,3531.26842,64.0
2011,10,Iowa,all sectors,7.41,258.23069,3482.99553,56.6
2011,11,Iowa,all sectors,7.11,251.3377,3536.50845,42.4
2011,12,Iowa,all sectors,7.05,283.9102,4028.54946,32.9
2012,1,Iowa,all sectors,7.15,280.68604,3926.87648,30.2
2012,2,Iowa,all sectors,7.06,265.33551,3758.89702,32.2
2012,3,Iowa,all sectors,7.28,264.76498,3638.34407,55.4
2012,4,Iowa,all sectors,7.46,248.62862,3330.8652,56.2
2012,5,Iowa,all sectors,7.38,267.93105,3631.6036,69.0
2012,6,Iowa,all sectors,8.09,322.99535,3990.36281,75.8
2012,7,Iowa,all sectors,8.76,408.12151,4659.49201,84.2
2012,8,Iowa,all sectors,8.94,372.48053,4166.98975,75.2
2012,9,Iowa,all sectors,8.01,290.29482,3624.46042,66.2
2012,10,Iowa,all sectors,7.34,261.04571,3556.53039,52.6
2012,11,Iowa,all sectors,7.1,253.32387,3565.90732,42.9
2012,12,Iowa,all sectors,7.48,288.65258,3858.77089,31.1
2013,1,Iowa,all sectors,7.73,319.65944,4132.98393,25.7
2013,2,Iowa,all sectors,7.65,288.62059,3772.02819,28.3
2013,3,Iowa,all sectors,7.8,300.38646,3849.11817,33.1
2013,4,Iowa,all sectors,7.64,272.46613,3564.17609,48.2
2013,5,Iowa,all sectors,7.53,277.29778,3684.17103,61.8
2013,6,Iowa,all sectors,8.34,312.92403,3750.01336,72.4
2013,7,Iowa,all sectors,9.06,376.45284,4155.61557,76.4
2013,8,Iowa,all sectors,9.07,390.69267,4307.1933,77.0
2013,9,Iowa,all sectors,8.53,318.95461,3740.12984,71.4
2013,10,Iowa,all sectors,7.98,293.29677,3673.75767,53.8
2013,11,Iowa,all sectors,7.59,292.28296,3851.5853,37.9
2013,12,Iowa,all sectors,7.72,325.93524,4224.44349,21.7
2014,1,Iowa,all sectors,7.73,339.90423,4396.36082,18.8
2014,2,Iowa,all sectors,7.71,315.47035,4089.25437,18.2
2014,3,Iowa,all sectors,8.13,318.60601,3917.02674,34.3
2014,4,Iowa,all sectors,8.13,295.72624,3638.65675,51.8
2014,5,Iowa,all sectors,7.76,289.34145,3730.39045,63.8
2014,6,Iowa,all sectors,8.43,330.64725,3921.374,73.4
2014,7,Iowa,all sectors,9.09,367.90024,4047.82549,72.9
2014,8,Iowa,all sectors,9.9,414.34844,4187.00435,75.0
2014,9,Iowa,all sectors,8.72,321.84495,3691.14742,65.6
2014,10,Iowa,all sectors,7.56,277.94765,3677.06092,55.0
2014,11,Iowa,all sectors,7.05,269.37976,3818.76361,33.9
2014,12,Iowa,all sectors,7.49,306.14282,4086.98806,31.9
2015,1,Iowa,all sectors,7.7,332.91365,4321.52204,26.2
2015,2,Iowa,all sectors,7.68,305.9826,3984.75664,18.8
2015,3,Iowa,all sectors,7.8,303.37623,3890.70785,42.6
2015,4,Iowa,all sectors,7.82,274.45987,3509.81525,55.7
2015,5,Iowa,all sectors,7.8,284.74645,3650.56245,63.5
2015,6,Iowa,all sectors,9.43,372.33737,3947.94133,73.2
2015,7,Iowa,all sectors,10.13,435.30986,4297.71774,76.2
2015,8,Iowa,all sectors,9.78,417.00584,4262.12474,72.9
2015,9,Iowa,all sectors,8.91,351.14744,3941.57937,71.8
2015,10,Iowa,all sectors,7.83,286.02165,3650.84337,56.4
2015,11,Iowa,all sectors,7.37,269.98566,3663.00003,45.6
2015,12,Iowa,all sectors,7.51,302.51502,4026.72205,36.1
2016,1,Iowa,all sectors,7.76,331.63244,4275.22299,23.7
2016,2,Iowa,all sectors,7.58,298.04792,3933.2001,32.0
2016,3,Iowa,all sectors,7.76,302.73561,3899.30958,46.5
2016,4,Iowa,all sectors,7.5,268.7931,3583.7584,54.0
2016,5,Iowa,all sectors,8.14,299.05277,3673.40424,62.8
2016,6,Iowa,all sectors,10.01,421.23858,4209.32429,77.5
2016,7,Iowa,all sectors,10.55,461.62769,4375.15372,76.9
2016,8,Iowa,all sectors,10.53,480.23776,4560.89813,75.5
2016,9,Iowa,all sectors,9.26,363.86002,3930.72345,70.9
2016,10,Iowa,all sectors,7.78,293.69654,3774.98424,59.4
2016,11,Iowa,all sectors,7.56,287.60942,3804.2505,48.7
2016,12,Iowa,all sectors,7.58,334.14783,4410.96337,27.4
2017,1,Iowa,all sectors,7.94,347.92147,4384.46313,27.9
2017,2,Iowa,all sectors,7.85,299.74206,3818.55142,39.0
2017,3,Iowa,all sectors,7.66,309.2286,4035.96514,41.5
2017,4,Iowa,all sectors,7.86,284.4683,3621.14238,55.2
2017,5,Iowa,all sectors,8.08,304.77556,3772.687,63.0
2017,6,Iowa,all sectors,9.98,425.88747,4266.23891,75.4
2017,7,Iowa,all sectors,10.93,502.56207,4596.12464,79.4
2017,8,Iowa,all sectors,10.73,454.96962,4239.26715,72.0
2017,9,Iowa,all sectors,9.66,382.09763,3955.73565,70.7
2017,10,Iowa,all sectors,7.73,307.49704,3975.84436,55.7
2017,11,Iowa,all sectors,7.89,310.39708,3934.07692,40.7
2017,12,Iowa,all sectors,7.95,343.42555,4321.90025,27.6
2018,1,Iowa,all sectors,8.15,377.07026,4624.27633,22.0
2018,2,Iowa,all sectors,8.35,346.5048,4148.88659,24.9
2018,3,Iowa,all sectors,8.34,345.72159,4144.59426,38.0
2018,4,Iowa,all sectors,8.14,323.61771,3976.43241,44.1
2018,5,Iowa,all sectors,8.33,331.23588,3977.62388,70.7
2018,6,Iowa,all sectors,10.25,459.70859,4485.05318,76.1
2018,7,Iowa,all sectors,10.84,491.62584,4536.27278,76.8
2018,8,Iowa,all sectors,10.73,509.04254,4743.35058,75.2
2018,9,Iowa,all sectors,9.51,387.60874,4077.31809,67.0
2018,10,Iowa,all sectors,8.13,322.58764,3965.7363,50.4
2018,11,Iowa,all sectors,7.99,332.49757,4160.89307,32.2
2018,12,Iowa,all sectors,7.75,338.48088,4370.21753,30.6
2019,1,Iowa,all sectors,8.29,383.31496,4624.25751,20.7
2019,2,Iowa,all sectors,8.72,371.8222,4262.84251,18.7
2019,3,Iowa,all sectors,8.32,364.02119,4373.13249,33.9
2019,4,Iowa,all sectors,7.99,306.5205,3838.00839,52.2
2019,5,Iowa,all sectors,8.8,339.65453,3861.86971,59.0
2019,6,Iowa,all sectors,10.23,420.80214,4114.91231,71.7
2019,7,Iowa,all sectors,10.88,517.85569,4759.70447,77.4
2019,8,Iowa,all sectors,11.0,492.62393,4479.86159,72.9
2019,9,Iowa,all sectors,9.97,417.73064,4191.01705,70.9
2019,10,Iowa,all sectors,8.28,331.923,4009.53955,48.4
2019,11,Iowa,all sectors,8.06,333.11205,4133.61419,35.1
2019,12,Iowa,all sectors,8.11,356.46836,4394.38825,31.9
2020,1,Iowa,all sectors,8.44,384.03281,4547.68021,24.9
2020,2,Iowa,all sectors,8.27,357.99255,4327.44047,28.0
2020,3,Iowa,all sectors,8.5,345.63016,4066.19409,43.4
2020,4,Iowa,all sectors,8.68,322.74213,3718.95029,49.5
2020,5,Iowa,all sectors,9.14,341.16539,3732.53472,59.8
2020,6,Iowa,all sectors,9.36,404.69386,4323.09176,75.2
2020,7,Iowa,all sectors,10.98,523.1389,4764.89978,78.2
2020,8,Iowa,all sectors,10.69,494.64974,4627.91587,74.8
2020,9,Iowa,all sectors,9.48,383.00748,4041.53329,64.1
2020,10,Iowa,all sectors,7.95,321.43267,4043.75136,48.7
2020,11,Iowa,all sectors,7.87,315.78126,4010.0891,44.0
2020,12,Iowa,all sectors,7.86,348.86647,4435.78111,29.1
2021,1,Iowa,all sectors,8.0,364.73122,4558.40859,26.7
2021,2,Iowa,all sectors,8.92,397.46365,4454.78192,15.7
2021,3,Iowa,all sectors,7.87,338.5545,4302.40581,44.7
2021,4,Iowa,all sectors,7.98,312.62742,3919.64295,52.3
2021,5,Iowa,all sectors,8.61,345.73144,4015.89318,61.0
2021,6,Iowa,all sectors,10.43,484.58215,4647.25608,76.2
2021,7,Iowa,all sectors,10.95,534.44637,4882.53894,76.4
2021,8,Iowa,all sectors,10.91,539.67337,4945.25572,76.5
2021,9,Iowa,all sectors,10.37,445.46434,4296.93207,70.0
2021,10,Iowa,all sectors,8.43,355.28379,4212.22293,57.3
2021,11,Iowa,all sectors,8.17,339.47712,4156.42015,41.4
2021,12,Iowa,all sectors,8.28,372.60824,4501.5107,35.3
2022,1,Iowa,all sectors,8.49,417.65291,4919.27138,17.8
2022,2,Iowa,all sectors,8.36,369.70472,4420.38958,24.3
2022,3,Iowa,all sectors,8.14,366.2754,4498.26276,39.0
2022,4,Iowa,all sectors,8.39,341.18131,4067.51382,46.3
2022,5,Iowa,all sectors,9.64,415.18812,4304.9803,63.6
2022,6,Iowa,all sectors,11.44,520.49725,4551.31063,74.4
2022,7,Iowa,all sectors,12.0,602.07549,5018.54043,77.6
2022,8,Iowa,all sectors,11.66,568.63704,4875.18494,75.7
2022,9,Iowa,all sectors,10.6,460.06855,4340.6607,67.2
2022,10,Iowa,all sectors,8.74,356.3657,4075.15346,53.3
2022,11,Iowa,all sectors,8.49,366.14587,4311.29419,39.2
2022,12,Iowa,all sectors,8.37,403.61515,4821.39281,24.0
2023,1,Iowa,all sectors,8.53,420.33657,4929.90378,26.7
2023,2,Iowa,all sectors,8.4,369.52695,4399.92428,30.9
2023,3,Iowa,all sectors,8.31,384.49736,4629.1943,37.3
2023,4,Iowa,all sectors,8.34,344.47989,4132.39754,52.2
2023,5,Iowa,all sectors,9.12,397.63682,4361.20429,65.9
2023,6,Iowa,all sectors,11.31,521.60966,4611.05796,74.1
2023,7,Iowa,all sectors,11.3,549.45366,4862.31071,75.8
2023,8,Iowa,all sectors,11.23,578.23542,5148.60974,76.0
2023,9,Iowa,all sectors,10.48,460.45605,4394.27353,69.9
2023,10,Iowa,all sectors,8.62,378.55132,4392.48847,55.7
2023,11,Iowa,all sectors,8.65,365.73009,4230.53433,42.7
2023,12,Iowa,all sectors,8.45,397.6741,4704.23942,37.3
2024,1,Iowa,all sectors,8.93,443.27699,4962.74509,22.2
2001,1,Kansas,all sectors,5.8,172.30557,2971.60356,30.0
2001,2,Kansas,all sectors,5.93,155.57558,2624.16326,34.5
2001,3,Kansas,all sectors,6.12,163.93672,2677.16192,44.5
2001,4,Kansas,all sectors,6.02,155.55178,2584.93667,55.5
2001,5,Kansas,all sectors,6.22,173.59135,2789.57491,65.0
2001,6,Kansas,all sectors,6.46,207.18471,3208.58548,74.5
2001,7,Kansas,all sectors,6.82,279.48081,4097.55456,78.5
2001,8,Kansas,all sectors,6.8,269.45157,3963.31452,77.5
2001,9,Kansas,all sectors,6.47,195.98462,3029.73399,68.0
2001,10,Kansas,all sectors,6.15,163.93754,2664.25965,56.5
2001,11,Kansas,all sectors,5.6,144.2699,2575.4026,44.0
2001,12,Kansas,all sectors,5.82,154.91885,2660.65989,32.0
2002,1,Kansas,all sectors,5.89,170.16208,2887.37887,30.0
2002,2,Kansas,all sectors,5.87,148.2555,2525.60081,34.5
2002,3,Kansas,all sectors,5.96,158.62239,2661.04894,44.5
2002,4,Kansas,all sectors,6.04,155.2223,2570.57446,55.5
2002,5,Kansas,all sectors,6.26,172.36832,2754.24461,65.0
2002,6,Kansas,all sectors,6.44,222.45103,3452.50679,74.5
2002,7,Kansas,all sectors,7.03,277.14046,3943.87599,78.5
2002,8,Kansas,all sectors,6.78,264.82565,3906.32438,77.5
2002,9,Kansas,all sectors,6.64,231.69956,3487.85238,68.0
2002,10,Kansas,all sectors,6.28,184.63689,2939.76143,56.5
2002,11,Kansas,all sectors,5.88,158.30416,2692.2292,44.0
2002,12,Kansas,all sectors,5.94,171.74367,2892.14215,32.0
2003,1,Kansas,all sectors,5.93,177.66787,2997.00819,30.0
2003,2,Kansas,all sectors,6.07,163.68733,2695.87634,34.5
2003,3,Kansas,all sectors,6.21,169.33324,2727.18704,44.5
2003,4,Kansas,all sectors,6.24,163.44226,2619.29368,55.5
2003,5,Kansas,all sectors,6.17,172.54612,2796.59603,65.0
2003,6,Kansas,all sectors,6.69,214.86898,3209.43953,74.5
2003,7,Kansas,all sectors,6.96,285.5861,4101.24981,78.5
2003,8,Kansas,all sectors,6.96,285.19415,4100.49476,77.5
2003,9,Kansas,all sectors,6.69,207.06699,3097.20988,68.0
2003,10,Kansas,all sectors,5.99,167.04141,2787.26488,56.5
2003,11,Kansas,all sectors,5.88,157.38667,2678.54459,44.0
2003,12,Kansas,all sectors,5.77,168.7099,2925.22527,32.0
2004,1,Kansas,all sectors,5.9,179.91471,3049.16071,30.0
2004,2,Kansas,all sectors,5.86,168.06033,2869.28639,34.5
2004,3,Kansas,all sectors,5.96,163.40827,2740.17484,44.5
2004,4,Kansas,all sectors,6.16,164.69527,2672.30236,55.5
2004,5,Kansas,all sectors,6.4,192.5445,3007.71209,65.0
2004,6,Kansas,all sectors,6.64,224.81224,3385.37406,74.5
2004,7,Kansas,all sectors,6.93,257.50997,3715.7382,78.5
2004,8,Kansas,all sectors,7.09,252.88637,3566.08406,77.5
2004,9,Kansas,all sectors,6.76,231.5476,3424.85048,68.0
2004,10,Kansas,all sectors,6.15,176.82315,2874.3313,56.5
2004,11,Kansas,all sectors,6.15,170.09206,2764.77583,44.0
2004,12,Kansas,all sectors,5.96,182.11554,3056.74969,32.0
2005,1,Kansas,all sectors,5.88,187.70146,3190.14728,30.0
2005,2,Kansas,all sectors,6.05,162.75298,2688.1241,34.5
2005,3,Kansas,all sectors,6.19,171.1304,2763.17192,44.5
2005,4,Kansas,all sectors,6.29,169.79608,2698.49411,55.5
2005,5,Kansas,all sectors,6.26,189.20089,3020.11232,65.0
2005,6,Kansas,all sectors,6.64,241.75213,3641.27818,74.5
2005,7,Kansas,all sectors,7.01,285.81413,4077.72095,78.5
2005,8,Kansas,all sectors,7.17,286.47799,3993.94218,77.5
2005,9,Kansas,all sectors,7.2,264.04722,3666.51504,68.0
2005,10,Kansas,all sectors,6.64,206.97209,3115.41456,56.5
2005,11,Kansas,all sectors,6.39,183.1049,2864.19162,44.0
2005,12,Kansas,all sectors,6.23,205.90374,3305.17073,32.0
2006,1,Kansas,all sectors,6.37,195.5634,3072.14699,30.0
2006,2,Kansas,all sectors,6.26,178.37527,2848.24414,34.5
2006,3,Kansas,all sectors,6.68,195.80847,2929.91151,44.5
2006,4,Kansas,all sectors,6.74,194.7912,2887.97847,55.5
2006,5,Kansas,all sectors,6.96,219.90846,3160.99037,65.0
2006,6,Kansas,all sectors,7.42,276.22151,3724.41844,74.5
2006,7,Kansas,all sectors,7.65,327.48607,4282.63259,78.5
2006,8,Kansas,all sectors,7.54,326.53174,4329.72096,77.5
2006,9,Kansas,all sectors,7.36,239.66763,3254.35522,68.0
2006,10,Kansas,all sectors,6.8,203.77395,2995.73919,56.5
2006,11,Kansas,all sectors,6.15,180.13508,2928.07828,44.0
2006,12,Kansas,all sectors,6.04,201.68223,3337.08583,32.0
2007,1,Kansas,all sectors,6.29,206.46067,3284.75582,30.0
2007,2,Kansas,all sectors,6.34,196.42199,3096.71818,34.5
2007,3,Kansas,all sectors,6.51,187.82764,2886.25304,44.5
2007,4,Kansas,all sectors,6.65,190.17895,2860.46847,55.5
2007,5,Kansas,all sectors,6.89,214.65936,3116.22332,65.0
2007,6,Kansas,all sectors,7.49,262.27159,3503.83548,74.5
2007,7,Kansas,all sectors,7.59,304.33771,4008.59268,78.5
2007,8,Kansas,all sectors,7.38,330.36257,4473.68327,77.5
2007,9,Kansas,all sectors,7.01,250.70273,3574.85452,68.0
2007,10,Kansas,all sectors,6.67,204.61619,3065.98574,56.5
2007,11,Kansas,all sectors,6.4,193.48376,3023.80431,44.0
2007,12,Kansas,all sectors,6.25,204.34485,3270.80216,32.0
2008,1,Kansas,all sectors,6.44,218.9372,3400.58814,30.0
2008,2,Kansas,all sectors,6.51,206.95677,3180.40916,34.5
2008,3,Kansas,all sectors,7.07,212.8444,3012.50852,44.5
2008,4,Kansas,all sectors,7.13,206.50154,2894.40523,55.5
2008,5,Kansas,all sectors,7.43,227.42715,3059.55744,65.0
2008,6,Kansas,all sectors,8.24,306.37522,3717.98836,74.5
2008,7,Kansas,all sectors,8.75,363.62606,4155.3117,78.5
2008,8,Kansas,all sectors,8.27,334.88217,4049.25354,77.5
2008,9,Kansas,all sectors,7.61,251.40548,3304.81663,68.0
2008,10,Kansas,all sectors,7.26,215.42664,2967.0786,56.5
2008,11,Kansas,all sectors,6.99,203.27082,2907.26583,44.0
2008,12,Kansas,all sectors,6.97,231.03277,3315.87793,32.0
2009,1,Kansas,all sectors,7.24,238.47348,3292.9934,30.0
2009,2,Kansas,all sectors,7.85,223.37025,2845.17027,34.5
2009,3,Kansas,all sectors,7.86,223.98323,2849.19793,44.5
2009,4,Kansas,all sectors,7.9,222.06983,2810.00328,55.5
2009,5,Kansas,all sectors,7.98,237.70723,2977.18594,65.0
2009,6,Kansas,all sectors,8.47,310.70607,3667.05849,74.5
2009,7,Kansas,all sectors,8.3,316.5168,3812.45145,78.5
2009,8,Kansas,all sectors,8.47,322.57697,3808.67627,77.5
2009,9,Kansas,all sectors,8.22,262.91169,3198.44265,68.0
2009,10,Kansas,all sectors,7.94,228.20246,2874.53774,56.5
2009,11,Kansas,all sectors,7.75,216.79369,2799.12722,44.0
2009,12,Kansas,all sectors,7.49,247.66598,3308.49935,32.0
2010,1,Kansas,all sectors,7.55,272.62643,3610.63581,30.0
2010,2,Kansas,all sectors,7.94,237.68649,2991.84184,34.5
2010,3,Kansas,all sectors,8.04,239.39688,2978.92108,44.5
2010,4,Kansas,all sectors,8.1,222.26526,2742.57224,55.5
2010,5,Kansas,all sectors,8.21,249.42023,3038.55314,65.0
2010,6,Kansas,all sectors,8.65,333.06944,3848.8594,74.5
2010,7,Kansas,all sectors,9.06,383.73919,4234.49021,78.5
2010,8,Kansas,all sectors,9.06,396.2366,4373.30134,77.5
2010,9,Kansas,all sectors,8.59,305.83589,3559.71532,68.0
2010,10,Kansas,all sectors,8.18,240.61145,2941.60211,56.5
2010,11,Kansas,all sectors,8.13,230.5129,2834.54319,44.0
2010,12,Kansas,all sectors,8.04,262.50237,3265.63932,32.0
2011,1,Kansas,all sectors,8.18,280.16673,3423.63418,30.0
2011,2,Kansas,all sectors,8.33,266.65681,3199.6728,34.5
2011,3,Kansas,all sectors,8.5,255.38899,3003.54359,44.5
2011,4,Kansas,all sectors,8.63,244.4595,2832.37742,55.5
2011,5,Kansas,all sectors,8.91,273.71708,3070.64158,65.0
2011,6,Kansas,all sectors,9.45,364.66599,3858.22319,74.5
2011,7,Kansas,all sectors,9.63,439.07738,4557.83867,78.5
2011,8,Kansas,all sectors,9.56,416.09802,4350.52254,77.5
2011,9,Kansas,all sectors,9.11,312.58487,3431.31837,68.0
2011,10,Kansas,all sectors,8.63,254.24065,2944.83185,56.5
2011,11,Kansas,all sectors,8.51,243.5702,2860.85695,44.0
2011,12,Kansas,all sectors,8.43,272.05267,3226.93783,32.0
2012,1,Kansas,all sectors,8.75,284.89581,3257.14303,30.0
2012,2,Kansas,all sectors,8.95,263.94985,2949.61827,34.5
2012,3,Kansas,all sectors,8.88,258.94993,2917.17481,44.5
2012,4,Kansas,all sectors,8.94,256.99428,2874.60619,55.5
2012,5,Kansas,all sectors,9.28,307.82972,3316.47535,65.0
2012,6,Kansas,all sectors,9.93,382.01453,3848.1111,74.5
2012,7,Kansas,all sectors,9.98,454.89719,4557.0956,78.5
2012,8,Kansas,all sectors,9.84,401.34045,4079.5439,77.5
2012,9,Kansas,all sectors,9.56,324.99008,3400.99819,68.0
2012,10,Kansas,all sectors,9.19,273.72598,2978.46073,56.5
2012,11,Kansas,all sectors,8.94,261.23539,2922.36193,44.0
2012,12,Kansas,all sectors,9.1,290.41797,3191.88689,32.0
2013,1,Kansas,all sectors,9.22,305.8624,3317.40961,30.0
2013,2,Kansas,all sectors,9.55,281.68066,2948.41061,34.5
2013,3,Kansas,all sectors,9.45,292.44331,3093.3687,44.5
2013,4,Kansas,all sectors,9.59,270.33608,2820.36805,55.5
2013,5,Kansas,all sectors,9.75,296.90812,3043.79636,65.0
2013,6,Kansas,all sectors,10.17,363.95659,3577.51554,74.5
2013,7,Kansas,all sectors,10.29,411.35821,3998.89427,78.5
2013,8,Kansas,all sectors,10.23,403.5166,3945.57701,77.5
2013,9,Kansas,all sectors,9.93,359.35496,3617.90422,68.0
2013,10,Kansas,all sectors,9.43,290.66444,3082.23746,56.5
2013,11,Kansas,all sectors,9.29,278.84149,3002.35852,44.0
2013,12,Kansas,all sectors,9.33,317.33368,3399.55673,32.0
2014,1,Kansas,all sectors,9.51,342.35066,3600.38342,30.0
2014,2,Kansas,all sectors,9.57,312.13972,3262.51677,34.5
2014,3,Kansas,all sectors,9.91,313.56634,3165.65361,44.5
2014,4,Kansas,all sectors,10.04,281.62619,2805.11617,55.5
2014,5,Kansas,all sectors,10.18,323.46818,3176.26036,65.0
2014,6,Kansas,all sectors,10.48,382.11409,3647.68651,74.5
2014,7,Kansas,all sectors,10.84,431.01446,3975.90213,78.5
