state,year,month,month_name,avg_temp,precipitation,snowfall
Nevada,2007,4,April,52.76231188423645,0.1703990929705215,0.164516129032258
Nevada,2007,5,May,62.438626127682724,0.1256016385048643,0.0
Nevada,2007,6,June,71.12490905053997,0.082505538613913,0.0
Nevada,2007,7,July,78.8025015294772,0.0952746110872424,0.0
Nevada,2007,8,August,75.53041431451614,0.1866553666331196,0.0
Nevada,2007,9,September,63.94670034814324,0.3175360983102918,0.0
Nevada,2007,10,October,52.112488876529476,0.2045563039111426,0.0
Nevada,2007,11,November,43.7141631773399,0.3335449735449735,0.0
Nevada,2007,12,December,32.806383064516126,0.6423989332785409,1.0208116545265349
Nevada,2008,1,January,31.0358285495789,0.7680423057188734,12.739854318418317
Nevada,2008,2,February,36.83569420155993,0.4896947075912593,3.817575083426029
Nevada,2008,3,March,43.88886693548387,0.0755965181771633,0.5721062618595825
Nevada,2008,4,April,49.887364224137926,0.0195698924731182,0.15
Nevada,2008,5,May,58.333658266129035,0.262435779464765,0.0
Nevada,2008,6,June,69.59032521551724,0.037713529856387,0.0
Nevada,2008,7,July,76.87399092741936,0.1348028085291711,0.0
Nevada,2008,8,August,76.24113608870968,0.0481310803891449,0.0
Nevada,2008,9,September,66.52269396551725,0.0328458049886621,0.0
Nevada,2008,10,October,53.327628168202764,0.1574033555123655,0.0
Nevada,2008,11,November,45.34778013392857,0.7410263915661217,0.0
Nevada,2008,12,December,32.89397883064516,0.3866606206883262,11.66034155597723
Nevada,2009,1,January,35.82471218020022,0.2484102367166883,4.329222011385199
Nevada,2009,2,February,38.17859375,0.2710218180715075,6.324579831932773
Nevada,2009,3,March,43.39161453698554,0.4073842833468223,1.1499051233396584
Nevada,2009,4,April,50.12956804187192,0.3247289919253937,1.788235294117647
Nevada,2009,5,May,65.54747172182655,0.3745959859657619,0.0
Nevada,2009,6,June,66.52936484205449,0.8669387481240484,0.0
Nevada,2009,7,July,77.90248701298702,0.2322232462877624,0.0
Nevada,2009,8,August,73.91541348973607,0.1059628185434637,0.0
Nevada,2009,9,September,69.73065517241379,0.055426017150155,0.0
Nevada,2009,10,October,51.73292375366569,0.4339605734767024,0.2874762808349146
Nevada,2009,11,November,43.4424025974026,0.0752204585537918,0.0
Nevada,2009,12,December,29.67676535888947,0.5448733703572414,54.933586337760914
Nevada,2010,1,January,36.13480938416423,0.8315361958403433,36.44686907020873
Nevada,2010,2,February,39.91414141414141,1.1857417523687366,33.608193277310924
Nevada,2010,3,March,44.05762463343109,0.3115128019782714,9.976280834914611
Nevada,2010,4,April,48.2020512763099,0.39074924685451,2.6852941176470586
Nevada,2010,5,May,54.09339850114043,0.2260952634685971,1.013282732447818
Nevada,2010,6,June,70.18929799279465,0.0307331821617535,0.0
Nevada,2010,7,July,79.12344690295473,0.1367922029768525,0.0
Nevada,2010,8,August,74.59836740615867,0.1133172030399107,0.0
Nevada,2010,9,September,68.51507624759049,0.0301003466520707,0.0
Nevada,2010,10,October,56.58548291752741,2.3094723691945918,0.0
Nevada,2010,11,November,41.77448256091735,0.3275857716640709,10.070588235294116
Nevada,2010,12,December,39.372686601399764,1.5848213611500863,15.888045540796966
Nevada,2011,1,January,36.09636693634749,0.1016927840130091,18.708728652751425
Nevada,2011,2,February,36.42599113446939,0.4445813055129825,20.152310924369747
Nevada,2011,3,March,45.76013544379884,0.5950052189994086,3.165085388994308
Nevada,2011,4,April,50.57762543883338,0.2496145124716553,2.3852941176470592
Nevada,2011,5,May,56.229276297335204,0.5120098449937159,0.8415559772296015
Nevada,2011,6,June,68.06557142857142,0.5397380461173564,0.0
Nevada,2011,7,July,76.72221230575778,2.7428027007521583,0.0
Nevada,2011,8,August,77.29570157394421,0.0186840148245678,0.0
Nevada,2011,9,September,70.14762202232217,0.3184761904761904,0.0
Nevada,2011,10,October,55.640341925811285,0.219117700986444,0.2163187855787476
Nevada,2011,11,November,41.44166007905139,0.1777193820672081,1.714705882352941
Nevada,2011,12,December,32.63752734922861,0.0414746543778801,0.4326375711574953
Nevada,2012,1,January,37.91654491974443,0.4178704360155973,2.5246679316888048
Nevada,2012,2,February,39.44024873277647,0.2587703745807194,5.042596348884381
Nevada,2012,3,March,46.47546102540128,0.2555144100651013,2.308349146110057
Nevada,2012,4,April,54.39486956521739,0.1803581013725941,0.2970588235294117
Nevada,2012,5,May,63.31377321178121,0.1043638602394362,0.0
Nevada,2012,6,June,71.41517969586636,0.0169312169312169,0.0
Nevada,2012,7,July,77.80744803090704,0.1828516694033935,0.0
Nevada,2012,8,August,77.9988727720507,0.6038550056037741,0.0
Nevada,2012,9,September,70.57124478412055,0.2464722287382386,0.0
Nevada,2012,10,October,56.86263674614305,0.4205648290379473,0.1451612903225806
Nevada,2012,11,November,45.43628996124648,0.4324459020271828,0.9705882352941176
Nevada,2012,12,December,36.29591124551576,1.029217123710454,18.029411764705884
Nevada,2013,1,January,28.502899823333117,0.2651164095371668,31.679316888045538
Nevada,2013,2,February,37.83781324068089,0.0853342490842491,7.285714285714285
Nevada,2013,3,March,50.03968113191981,0.1974622999461709,0.2163187855787476
Nevada,2013,4,April,54.87381222175391,0.2376230559563892,0.4705882352941176
Nevada,2013,5,May,62.712411132194816,0.2985619412515964,0.0
Nevada,2013,6,June,74.89923409156766,0.0815555555555555,0.0
Nevada,2013,7,July,81.48081397631356,0.3197389945777042,0.0
Nevada,2013,8,August,75.91668243426403,0.5312011192787859,0.0
Nevada,2013,9,September,67.45831304935768,0.5398361823361824,0.0
Nevada,2013,10,October,51.95422629251924,0.2129934658602313,0.3130929791271347
Nevada,2013,11,November,43.85182519002296,0.5925690770135215,3.176470588235294
Nevada,2013,12,December,29.977824707190997,0.2779643283836832,24.84819734345351
Nevada,2014,1,January,38.518022440392706,0.3606786403560597,2.5332068311195446
Nevada,2014,2,February,43.79305827216262,1.1568594104308392,5.388655462184874
Nevada,2014,3,March,48.23025970885526,0.3012495893281307,0.1707779886148007
Nevada,2014,4,April,54.340017776825874,0.1766785293032883,0.3235294117647059
Nevada,2014,5,May,62.57779377880185,0.4700863872430693,0.1423149905123339
Nevada,2014,6,June,72.13646701298703,0.0235595694216383,0.0
Nevada,2014,7,July,79.7427802410842,0.2154951009365967,0.0
Nevada,2014,8,August,73.58232083434393,0.6391230964707667,0.0
Nevada,2014,9,September,69.43878004926108,0.3904466338259442,0.0
Nevada,2014,10,October,58.1099069124424,0.0557237948943018,0.0
Nevada,2014,11,November,44.402565376495424,0.1787260887260887,0.088235294117647
Nevada,2014,12,December,38.839626496560804,0.5348187188194603,2.1631878557874766
Nevada,2015,1,January,38.83304271385974,0.2229134664618535,0.7969639468690703
Nevada,2015,2,February,45.76963265306122,1.1339273390515627,0.157563025210084
Nevada,2015,3,March,51.597348421322835,0.0979854158942034,0.4269449715370019
Nevada,2015,4,April,52.77420418719212,0.2807922924841658,0.3235294117647059
Nevada,2015,5,May,60.01602238314681,0.6179560524455018,0.0
Nevada,2015,6,June,75.13602545877768,0.4473099857226841,0.0
Nevada,2015,7,July,75.03651579986834,0.5215499306973961,0.0
Nevada,2015,8,August,76.62537996488919,0.2453831711896228,0.0
Nevada,2015,9,September,69.84834285714285,0.1150205906117236,0.0
Nevada,2015,10,October,59.05848879707611,0.722240998388063,0.0
Nevada,2015,11,November,38.45693251231527,0.6891534391534391,5.764705882352941
Nevada,2015,12,December,34.66226330843794,0.424104856996562,11.356736242884253
Nevada,2016,1,January,35.48686934689337,0.9846531475954964,35.49335863377609
Nevada,2016,2,February,41.95816840559312,0.1655587266835214,27.74847870182556
Nevada,2016,3,March,49.10984588545095,0.3332382650911558,3.1593927893738143
Nevada,2016,4,April,54.199008585503165,0.8737223163310119,0.6470588235294118
Nevada,2016,5,May,60.01793009571074,0.4744822137904575,0.0
Nevada,2016,6,June,74.71708391518527,0.2275669484481745,0.0
Nevada,2016,7,July,78.36240921658987,0.0512855679906371,0.0
Nevada,2016,8,August,76.19737242438688,0.0528861580474483,0.0
Nevada,2016,9,September,66.57680678034609,0.0918332103789375,0.0
Nevada,2016,10,October,56.665449408936084,1.8280434880699263,0.0
Nevada,2016,11,November,45.78938979591837,0.0936378195382026,0.5
Nevada,2016,12,December,35.2303668202765,1.497176473207329,5.32258064516129
Nevada,2017,1,January,33.285834901212986,3.438901259667933,32.84629981024668
Nevada,2017,2,February,42.47780612244898,2.724366969009826,8.760504201680673
Nevada,2017,3,March,49.13837120456669,0.4782029398949856,1.992409867172676
Nevada,2017,4,April,52.11809777777778,0.45509280255312,0.3823529411764705
Nevada,2017,5,May,61.64741013824885,0.1837912469710764,0.0853889943074003
Nevada,2017,6,June,73.085384770509,0.1437146506112023,0.0
Nevada,2017,7,July,79.95349662861375,0.1129570840681951,0.0
Nevada,2017,8,August,77.05880811791101,0.2875095785440613,0.0
Nevada,2017,9,September,64.82680335149965,0.4594233491758519,0.3823529411764705
Nevada,2017,10,October,52.45356905347058,0.1895941727367326,0.0
Nevada,2017,11,November,47.38986462565647,2.2001075268817205,0.0
Nevada,2017,12,December,34.379928867572914,0.055709330558446,0.683111954459203
Nevada,2018,1,January,40.2890809124135,0.5732068819330651,6.859582542694496
Nevada,2018,2,February,36.96719899148471,0.1063688920187971,2.5840336134453783
Nevada,2018,3,March,43.29753983502593,0.8793260031244094,10.84440227703985
Nevada,2018,4,April,54.50441563198706,0.2905856374807987,0.088235294117647
Nevada,2018,5,May,61.81539817690651,0.7407440280842986,0.0
Nevada,2018,6,June,72.55151619047619,0.0461409796893667,0.0
Nevada,2018,7,July,81.32293385055125,0.5477551720151024,0.0
Nevada,2018,8,August,77.11623145275126,0.0344863468369873,0.0
Nevada,2018,9,September,69.09985741668045,0.0072043010752688,0.0
Nevada,2018,10,October,53.45941783416173,0.2444134896896029,0.0
Nevada,2018,11,November,41.24308016877637,0.4095550611790878,0.1764705882352941
Nevada,2018,12,December,35.82313556553695,0.3872549477949197,7.386148007590133
Nevada,2019,1,January,36.83303788038513,0.9209710311337568,9.449715370018977
Nevada,2019,2,February,33.91842328042328,1.6033195157982931,21.491596638655466
Nevada,2019,3,March,44.29373275813024,0.7082943114810961,2.3055028462998104
Nevada,2019,4,April,55.029629629629625,0.5169159906935799,0.1764705882352941
Nevada,2019,5,May,56.46707040744861,0.8217266886847939,0.0
Nevada,2019,6,June,70.31793103448275,0.0576448699613327,0.0
Nevada,2019,7,July,77.28438741886796,0.0831741489519845,0.0
Nevada,2019,8,August,77.15966105249754,0.0289194046880538,0.0
Nevada,2019,9,September,65.66715551625896,0.3031876509661835,0.0
Nevada,2019,10,October,49.61876834559767,0.0063508064516129,0.0
Nevada,2019,11,November,43.29076980106101,0.3900579063146998,3.673529411764706
Nevada,2019,12,December,37.18276810258465,1.4133247037931886,6.407020872865275
Nevada,2020,1,January,38.87391834932508,0.1490855414746544,1.394686907020873
Nevada,2020,2,February,39.53039658290204,0.094462097209942,0.8823529411764706
Nevada,2020,3,March,44.08847484546824,0.7057649594104275,4.184060721062618
Nevada,2020,4,April,54.03245831514623,0.4571332765674871,0.1470588235294117
Nevada,2020,5,May,63.88671251589062,0.1215139768945212,0.0
Nevada,2020,6,June,70.77993004115226,0.1310416666666666,0.0
Nevada,2020,7,July,78.7196915855948,0.1178827169076751,0.0
Nevada,2020,8,August,79.63330186980242,0.0644377929842682,0.0
Nevada,2020,9,September,69.48468819558477,0.0243031609195402,0.0
Nevada,2020,10,October,56.74949633305762,0.0063508064516129,0.0
Nevada,2020,11,November,42.31891987339664,0.2593168402777778,4.571428571428571
Nevada,2020,12,December,34.55389283852697,0.3286441186990408,2.254056795131846
Nevada,2021,1,January,36.70694623655914,1.3950900712191032,9.03225806451613
Nevada,2021,2,February,40.02984126984127,0.6410018552875696,1.4180672268907564
Nevada,2021,3,March,43.50336917562724,0.6420611646418097,1.1954459203036054
Nevada,2021,4,April,54.576962962962966,0.3899567099567099,0.088235294117647
Nevada,2021,5,May,62.657706093189965,0.4927105152911604,0.2846299810246679
Nevada,2021,6,June,77.4554074074074,0.0681385281385281,0.0
Nevada,2021,7,July,81.8458064516129,0.3548806032677,0.0
Nevada,2021,8,August,76.70064516129032,0.0564725596983661,0.0
Nevada,2021,9,September,69.19385185185186,0.0914718614718614,0.0
Nevada,2021,10,October,53.24172043010753,2.2961876832844577,0.4554079696394687
Nevada,2021,11,November,47.04207407407407,0.2835497835497835,0.0
Nevada,2021,12,December,36.00279569892473,3.167155425219941,20.208728652751425
Nevada,2022,1,January,35.82910394265233,0.0735651445328864,14.772296015180263
Nevada,2022,2,February,37.28626984126984,0.3969851576994434,7.3109243697479
Nevada,2022,3,March,47.68709677419355,0.5097193129451194,1.4800759013282734
Nevada,2022,4,April,52.82681481481482,0.6377922077922078,0.0857142857142857
Nevada,2022,5,May,60.57053763440861,0.2449344870924404,0.0
Nevada,2022,6,June,72.53125925925926,0.1876190476190476,0.0
Nevada,2022,7,July,80.78881720430107,0.1738583996648512,0.0
Nevada,2022,8,August,77.74566308243728,0.930791788856305,0.0
Nevada,2022,9,September,71.34688888888888,0.9665800865800868,0.0
Nevada,2022,10,October,56.72867383512545,0.1490992878089652,0.6546489563567363
Nevada,2022,11,November,36.846222222222224,0.8053679653679654,2.235294117647059
Nevada,2022,12,December,34.73942652329749,3.9356933389191457,18.150853889943075
Nevada,2023,1,January,31.7489605734767,2.540552995391705,61.93263757115749
Nevada,2023,2,February,34.21793650793651,1.6196196660482376,43.55042016806723
Nevada,2023,3,March,39.00415770609319,2.280226225387516,41.08755760368664
Nevada,2023,4,April,52.596148148148146,0.2022510822510822,7.588235294117647
Nevada,2023,5,May,61.753620071684594,1.1824046920821114,0.0
Nevada,2023,6,June,67.11014814814814,0.9719047619047618,0.0
Nevada,2023,7,July,81.69591397849463,0.0405948889819857,0.0
Nevada,2023,8,August,75.35784946236559,0.9510682865521576,0.0
Nevada,2023,9,September,66.23377777777777,1.2594805194805194,0.0
Nevada,2023,10,October,55.48057347670252,0.233054042731462,0.0
Nevada,2023,11,November,42.63088888888889,0.5335497835497834,1.2647058823529411
Nevada,2023,12,December,38.81476702508961,0.511520737327189,0.5123339658444024
Nevada,2024,1,January,38.296200716845874,1.3748638458315876,18.472485768500945
Nevada,2024,2,February,40.48827586206897,2.383251231527093,4.442190669371197
Nevada,2024,3,March,44.541648745519716,2.179765395894428,6.062618595825427
Nevada,2024,4,April,53.318444444444445,0.5461904761904761,1.2941176470588236
Nevada,2024,5,May,61.89749103942653,0.370004189359028,0.0
Nevada,2024,6,June,76.84459259259259,0.1685714285714285,0.0
Nevada,2024,7,July,82.34874551971326,0.2017595307917888,0.0
Nevada,2024,8,August,76.7468458781362,0.1395362701814314,0.0
Nevada,2024,9,September,69.5149526647611,0.3262565604437525,0.0
Nevada,2024,10,October,58.56308243727598,0.3528278173439463,0.2117647058823529
Nevada,2024,11,November,51.373225806451615,,
Maryland,2001,1,January,34.43861182356814,2.002101661779081,2.697411995584447
Maryland,2001,2,February,39.790969387755105,1.9330492424242425,4.619453463203463
Maryland,2001,3,March,42.461485714285715,3.648435972629521,0.0
Maryland,2001,4,April,56.39426455026455,1.4287247474747475,0.0
Maryland,2001,5,May,64.04769509561656,3.60072091886608,0.0
Maryland,2001,6,June,74.15052062289107,3.5679797979797976,0.0
Maryland,2001,7,July,73.77842769214472,3.714369501466276,0.0
Maryland,2001,8,August,77.68114352303769,3.5585654936461384,0.0
Maryland,2001,9,September,67.2428484282602,1.349760101010101,0.0
Maryland,2001,10,October,58.049736972704714,0.6687805474095797,0.0
Maryland,2001,11,November,52.57836363636363,0.5400757575757575,0.0
Maryland,2001,12,December,43.91792856730877,1.4829545454545454,0.0
Maryland,2002,1,January,40.78392798047748,1.6063905180840663,1.9780484540222196
Maryland,2002,2,February,41.28476350540216,0.4728084415584415,0.0
Maryland,2002,3,March,46.54149327136424,3.2208577712609974,0.0
Maryland,2002,4,April,58.27876054421769,3.1379040404040404,0.0
Maryland,2002,5,May,63.77442416794675,2.0483748778103616,0.0
Maryland,2002,6,June,74.45710116127259,2.614002525252525,0.0
Maryland,2002,7,July,79.36201769976408,1.8102394916911049,0.0
Maryland,2002,8,August,78.96923643837067,2.638370118845501,0.0
Maryland,2002,9,September,70.37361350649351,2.689368686868687,0.0
Maryland,2002,10,October,57.55173134170242,7.777059756742465,0.0
Maryland,2002,11,November,46.13491529619806,3.69209595959596,0.0
Maryland,2002,12,December,36.071077395722554,3.647519550342131,19.48463582997113
Maryland,2003,1,January,29.98390930875576,1.947800586510264,5.820503421309874
Maryland,2003,2,February,32.41969016697588,5.878409090909091,85.19967532467533
Maryland,2003,3,March,44.89226983339242,3.834307543051176,5.950207468879668
Maryland,2003,4,April,53.754264489795915,2.3274747474747475,0.0
Maryland,2003,5,May,60.44171434677658,5.645833333333333,0.0
Maryland,2003,6,June,70.50294424094423,5.93385101010101,0.0
Maryland,2003,7,July,76.70627028503158,4.5784213098729225,0.0
Maryland,2003,8,August,77.26380749428547,4.122116324535679,0.0
Maryland,2003,9,September,69.07006594489255,6.051313131313131,0.0
Maryland,2003,10,October,56.03832770097286,3.7517839687194527,0.0
Maryland,2003,11,November,51.577759158488576,3.760959595959596,0.0
Maryland,2003,12,December,37.81128791542423,3.9216153470185726,9.00343431865571
Maryland,2004,1,January,29.445913100724162,1.356524926686217,22.46915245921747
Maryland,2004,2,February,36.601634385319116,2.3033704952035263,8.730300249114986
Maryland,2004,3,March,47.2214144457725,1.9965786901270768,0.0122654237703912
Maryland,2004,4,April,55.87150222222222,4.311931818181818,0.0
Maryland,2004,5,May,70.46604345870787,2.9761852394916914,0.0
Maryland,2004,6,June,72.17328132961566,3.716401515151515,0.0
Maryland,2004,7,July,77.21759460760714,6.458895405669598,0.0
Maryland,2004,8,August,74.8558548809655,4.079093352883676,0.0
Maryland,2004,9,September,70.29824124437104,3.493800505050505,0.0
Maryland,2004,10,October,57.23630012111353,1.2531280547409582,0.0
Maryland,2004,11,November,49.96635985589295,3.8908333333333336,0.0
Maryland,2004,12,December,39.225250304650274,2.4622977082654502,1.3382774881430797
Maryland,2005,1,January,35.02705786603852,2.6563951011714586,9.56524926686217
Maryland,2005,2,February,37.613571428571426,1.6594667579491862,12.151276480173818
Maryland,2005,3,March,40.62468568085767,3.537355714727404,2.527126099706745
Maryland,2005,4,April,55.03121990399778,2.9900234775873757,0.0
Maryland,2005,5,May,60.041224428269956,3.045655982685767,0.0
Maryland,2005,6,June,73.85903052308024,2.569976293358468,0.0
Maryland,2005,7,July,78.8441522301382,5.078148805229604,0.0
Maryland,2005,8,August,78.16072632823914,2.3012547322134047,0.0
Maryland,2005,9,September,71.9873514986376,0.3154959421247842,0.0
Maryland,2005,10,October,58.73337292734399,6.787987397123128,0.0
Maryland,2005,11,November,49.67408832096214,1.827476038338658,0.0
Maryland,2005,12,December,34.941205268574635,2.5868345872410594,4.978861192570871
Maryland,2006,1,January,41.799679368610626,2.3666964522766496,0.0
Maryland,2006,2,February,36.45653601111532,1.7319925778953555,13.238192419825072
Maryland,2006,3,March,45.91272170857264,0.0905185502470448,0.0
Maryland,2006,4,April,57.27841000449496,2.322446237739716,0.0
Maryland,2006,5,May,63.53072366378079,1.425793673887776,0.0
Maryland,2006,6,June,71.95041517524896,7.076688886721432,0.0
Maryland,2006,7,July,77.95921631774661,2.283584527524142,0.0
Maryland,2006,8,August,78.27594540942928,0.8012642918300552,0.0
Maryland,2006,9,September,65.87162981845741,5.423679785013359,0.0
Maryland,2006,10,October,55.874982734752514,3.6959267282133874,0.0
Maryland,2006,11,November,49.62207596905011,4.376480486916723,0.0
Maryland,2006,12,December,43.232034380080435,1.550315206293288,0.0
Maryland,2007,1,January,39.65921121260873,2.003662581640416,1.0583278472679394
Maryland,2007,2,February,29.47337691776822,1.8730970840955092,9.506997084548106
Maryland,2007,3,March,46.097577348132035,2.840004248522856,1.2036866359447005
Maryland,2007,4,April,52.34724597758563,3.2083499921481726,0.0517006802721088
Maryland,2007,5,May,66.25991885000428,1.1544904698130969,0.0
Maryland,2007,6,June,73.99759401288367,1.9946747030384528,0.0
Maryland,2007,7,July,77.16601070664596,1.7005893641211125,0.0
Maryland,2007,8,August,77.55586131680704,2.895940614693329,0.0
Maryland,2007,9,September,71.19683076923077,0.6756211748421911,0.0
Maryland,2007,10,October,64.39148045099421,3.833170281597544,0.0
Maryland,2007,11,November,46.81527764428495,1.1716328119420043,0.0
Maryland,2007,12,December,39.19117080744987,2.847145687920907,3.6381830151415406
Maryland,2008,1,January,37.532994658978964,1.132907799488674,1.427123107307439
Maryland,2008,2,February,37.96761570848839,3.03795701384481,0.7966220971147079
Maryland,2008,3,March,46.1668864764268,2.308778259383345,0.0
Maryland,2008,4,April,56.489168868679215,3.495083663094867,0.0
Maryland,2008,5,May,62.364412048524954,10.04163459873284,0.0
Maryland,2008,6,June,75.42684334554335,4.259274965231294,0.0
Maryland,2008,7,July,77.73856678360572,3.137056133163529,0.0
Maryland,2008,8,August,74.25377518610424,1.4579015681304826,0.0
Maryland,2008,9,September,70.27298938992041,4.588561233584574,0.0
Maryland,2008,10,October,56.10246051167964,1.0568465992084437,0.0
Maryland,2008,11,November,45.71711478812964,2.1326097073748764,0.0
Maryland,2008,12,December,39.29527956581794,2.433041259266624,0.2863726135615536
Maryland,2009,1,January,30.198839261097326,1.6833805959361952,1.6013166556945355
Maryland,2009,2,February,38.59255527378605,0.3368357926245435,0.0145772594752186
Maryland,2009,3,March,44.10509751738806,1.5674821729348156,8.0476629361422
Maryland,2009,4,April,55.88618901098901,4.241124030524665,0.0
Maryland,2009,5,May,64.81184748866262,5.592005739686729,0.0
Maryland,2009,6,June,72.433249867374,4.573978990475581,0.0
Maryland,2009,7,July,75.24631150851374,2.262994040186433,0.0
Maryland,2009,8,August,77.57866095460517,3.0486477700572405,0.0
Maryland,2009,9,September,68.01775411140584,2.744166444831703,0.0
Maryland,2009,10,October,57.115361104523956,6.350440114253744,0.0
Maryland,2009,11,November,50.90167540735127,4.837172512113043,0.0
Maryland,2009,12,December,36.83761439205956,5.959849878874499,50.27478604344964
Maryland,2010,1,January,33.29008248481218,1.6940683723292242,5.139565503620803
Maryland,2010,2,February,32.67345411853104,2.751211177778748,227.6101053324556
Maryland,2010,3,March,49.252970499035015,4.46249126436299,0.0
Maryland,2010,4,April,59.252195543766575,1.5973228210261154,0.0
Maryland,2010,5,May,67.58543763389486,2.168308920692504,0.0
Maryland,2010,6,June,78.33041571574314,1.162162801179226,0.0
Maryland,2010,7,July,81.05452554153032,2.985754410399257,0.0
Maryland,2010,8,August,77.65295521835677,2.720853078071618,0.0
Maryland,2010,9,September,72.15934429158477,15.9058203125,0.0
Maryland,2010,10,October,59.1065130231627,2.68492403609499,0.0
Maryland,2010,11,November,47.69116473110595,1.5358721565836355,0.0
Maryland,2010,12,December,31.89082667558081,1.4916728895214335,2.4898171547495167
Maryland,2011,1,January,31.100197628914106,1.6223025644735083,19.1421138694812
Maryland,2011,2,February,39.00725388601036,2.059126945679568,6.861092824226465
Maryland,2011,3,March,44.66926138355488,6.494112665808776,0.0222982012784302
Maryland,2011,4,April,57.93459599474874,3.908169179415245,0.0
Maryland,2011,5,May,66.34874108259245,1.9562519584511195,0.0
Maryland,2011,6,June,75.14468676057999,1.7208874844958264,0.0
Maryland,2011,7,July,80.66064147849181,2.5164812851309395,0.0
Maryland,2011,8,August,75.5402058668906,7.063856610717736,0.0
Maryland,2011,9,September,68.84008667208153,7.213072998754057,0.0
Maryland,2011,10,October,54.501354996931454,3.1732869889091453,0.0
Maryland,2011,11,November,48.74360297766749,2.2584848591821984,0.0
Maryland,2011,12,December,41.811885157363,2.9474000286915287,0.0
Maryland,2012,1,January,36.28575790748666,1.756537766869333,1.5583469600118924
Maryland,2012,2,February,40.55549995721742,2.201134606616913,0.3456221198156682
Maryland,2012,3,March,51.75855543932188,1.2467560184216264,0.0
Maryland,2012,4,April,54.50066638144948,1.8171329153188525,0.0
Maryland,2012,5,May,67.68782412988857,2.2978233231459977,0.0
Maryland,2012,6,June,73.40518432709587,1.7547568509072689,0.0
Maryland,2012,7,July,80.42919042663891,2.8796641140776718,0.0
Maryland,2012,8,August,76.35828521114681,3.382562834755584,0.0
Maryland,2012,9,September,68.40973841226798,2.6278318224645982,0.0
Maryland,2012,10,October,57.65220148978009,22.49810845422852,0.0
Maryland,2012,11,November,42.47802136684228,0.5188032895609497,0.0
Maryland,2012,12,December,41.355477307292084,2.70958243467721,0.0
Maryland,2013,1,January,36.956005345602236,2.407535411632592,1.964471532629701
Maryland,2013,2,February,34.72109037636214,1.824168650291213,0.0411454904542462
Maryland,2013,3,March,40.064514688067476,2.3190201999867672,1.610524751003419
Maryland,2013,4,April,54.772950639959646,2.1912660672020965,0.0
Maryland,2013,5,May,63.003671221939484,2.2566020515941223,0.0
Maryland,2013,6,June,73.33359222416064,8.11818929223086,0.0
Maryland,2013,7,July,77.81259372993216,3.320109818629672,0.0
Maryland,2013,8,August,73.19545744689856,1.56357762651205,0.0
Maryland,2013,9,September,66.06079208623134,1.1678313382991043,0.0
Maryland,2013,10,October,58.683764650203486,4.038780734522355,0.0
Maryland,2013,11,November,43.602847583083,2.118530573025176,0.0
Maryland,2013,12,December,38.48611802110152,3.6754154853615737,2.22684703433923
Maryland,2014,1,January,29.139878318323778,1.8188576574417168,17.10866656756355
Maryland,2014,2,February,32.537784107373355,3.2847109265840726,22.886109282422645
Maryland,2014,3,March,38.462038050380755,4.124120138979583,15.785639958376692
Maryland,2014,4,April,52.78034207034737,6.048419255767445,0.0
Maryland,2014,5,May,64.4965674579929,3.482692164153013,0.0
Maryland,2014,6,June,73.32632793902604,2.878294445369908,0.0
Maryland,2014,7,July,75.22845326150956,3.372072126685736,0.0
Maryland,2014,8,August,72.92056740456744,3.516808616002632,0.0
Maryland,2014,9,September,68.40595364429171,1.8426265761847531,0.0
Maryland,2014,10,October,58.40854439481477,2.7116767067707674,0.0
Maryland,2014,11,November,42.834801317080704,2.307493270976387,0.0599078341013824
Maryland,2014,12,December,39.35755547193968,2.5991409144771818,0.0
Maryland,2015,1,January,31.151247988923462,2.697795963027697,6.377285565631039
Maryland,2015,2,February,26.531607398420544,1.5582981818754964,23.72613561553653
Maryland,2015,3,March,39.75492329236392,2.938168889161909,9.557009067935187
Maryland,2015,4,April,54.74681594345124,2.896829596996267,0.0
Maryland,2015,5,May,68.20820337714109,1.7904310640378738,0.0
Maryland,2015,6,June,73.42753750914062,7.766553536628815,0.0
Maryland,2015,7,July,76.56400659922986,2.873499760026888,0.0
Maryland,2015,8,August,74.74913592772283,1.625884416191569,0.0
Maryland,2015,9,September,70.41672077281643,2.063638812700673,0.0
Maryland,2015,10,October,55.530412352818225,3.9170644294364494,0.0
Maryland,2015,11,November,50.02368507370302,1.884171666873116,0.0
Maryland,2015,12,December,47.37879874154497,3.674135489516976,0.0
Maryland,2016,1,January,31.7794435126744,5.897849909376435,82.51672365095882
Maryland,2016,2,February,36.930320233655046,3.177746373347536,5.474336564436675
Maryland,2016,3,March,49.90305220273498,1.1374804161029382,0.7046231603983946
Maryland,2016,4,April,53.68665365752106,1.6201751451436062,0.0276497695852534
Maryland,2016,5,May,61.29920568813673,3.9650660587587607,0.0
Maryland,2016,6,June,72.88848482676289,2.9044828965988385,0.0
Maryland,2016,7,July,78.78769853774355,3.050695622176485,0.0
Maryland,2016,8,August,78.27695732295328,2.286327846488089,0.0
Maryland,2016,9,September,71.83403426708566,3.656628855041899,0.0
Maryland,2016,10,October,59.284121964502276,1.0391996408349844,0.0
Maryland,2016,11,November,47.5378511904073,0.7461718426501035,0.0
Maryland,2016,12,December,37.787865577698724,1.9680715531162691,0.0
Maryland,2017,1,January,38.375092082205285,2.1241473661302512,1.1966701352757545
Maryland,2017,2,February,43.41953347696387,0.8106339288310933,0.0
