year,month,stateDescription,sectorName,price,revenue,sales
2002,6,Maine,all sectors,10.4,92.76877,892.25714
2002,6,Hawaii,all sectors,13.5,112.00746,829.66337
2002,6,Arkansas,all sectors,5.86,209.69822,3578.27957
2002,6,California,all sectors,12.75,2490.30552,19525.50947
2002,6,Colorado,all sectors,6.27,242.32175,3864.06095
2002,6,Connecticut,all sectors,9.68,245.16947,2532.04556
2002,6,Delaware,all sectors,7.56,73.85445,976.42939
2002,6,Florida,all sectors,6.78,1253.11841,18487.41958
2002,6,Georgia,all sectors,6.47,709.60424,10965.1528
2002,7,South Carolina,all sectors,6.11,455.76606,7455.78058
2002,7,South Dakota,all sectors,6.69,59.3595,886.87627
2002,7,Utah,all sectors,5.69,131.92747,2319.54849
2002,7,Vermont,all sectors,10.97,53.35186,486.30642
2002,7,Virginia,all sectors,6.61,653.3961,9885.20764
2002,7,Washington,all sectors,5.75,318.57642,5541.16509
2002,7,West Virginia,all sectors,5.15,124.10493,2412.1271
2002,7,Wisconsin,all sectors,6.41,425.27947,6630.13573
2002,7,Wyoming,all sectors,4.75,50.82436,1070.15226
2002,7,Connecticut,all sectors,10.14,309.07954,3049.51903
2002,7,Delaware,all sectors,7.51,86.7679,1155.86133
2002,7,Florida,all sectors,7.22,1409.27173,19520.15445
2002,7,Georgia,all sectors,6.71,833.75091,12421.55658
2002,7,Hawaii,all sectors,13.34,114.01326,854.36768
2002,7,Idaho,all sectors,5.48,112.89991,2059.34446
2002,7,Illinois,all sectors,7.68,1109.00005,14435.01303
2002,7,Indiana,all sectors,5.56,532.03276,9566.48761
2002,7,Iowa,all sectors,6.76,276.66012,4093.29307
2002,7,Kansas,all sectors,7.03,277.14046,3943.87599
2002,7,Arkansas,all sectors,6.08,252.57504,4153.34307
2002,7,California,all sectors,13.77,3075.21646,22334.83523
2002,7,Colorado,all sectors,6.06,267.23704,4413.48339
2002,7,Missouri,all sectors,7.15,560.68415,7836.8221
2002,7,Montana,all sectors,5.57,65.21121,1171.59067
2002,7,Nebraska,all sectors,6.26,171.32806,2737.19022
2002,7,Nevada,all sectors,9.53,318.55579,3341.91724
2002,7,New Hampshire,all sectors,10.89,102.69264,943.00753
2002,7,New Jersey,all sectors,9.86,783.67581,7947.59497
2002,7,New Mexico,all sectors,6.95,130.23341,1873.00178
2002,7,New York,all sectors,12.29,1744.57521,14200.14809
2002,7,North Carolina,all sectors,7.0,832.9644,11894.96792
2002,7,North Dakota,all sectors,5.88,51.35651,873.97558
2002,7,Ohio,all sectors,7.17,1091.14382,15222.46309
2002,7,Oklahoma,all sectors,6.37,317.81673,4987.40132
2002,7,Oregon,all sectors,6.12,219.65438,3586.49169
2002,7,Pennsylvania,all sectors,8.42,1106.37313,13145.99333
2002,7,Kentucky,all sectors,4.77,370.68171,7772.5411
2002,7,Louisiana,all sectors,6.57,495.32578,7541.74532
2002,7,Maine,all sectors,10.48,105.92107,1010.6018
2002,7,Maryland,all sectors,7.17,483.3831,6739.44923
2002,7,Massachusetts,all sectors,10.59,534.87673,5051.03986
2002,7,Michigan,all sectors,7.37,790.94755,10725.31649
2002,7,Rhode Island,all sectors,8.79,67.53525,768.61102
2002,7,Tennessee,all sectors,5.53,548.95992,9934.21453
2002,7,Texas,all sectors,6.98,2244.8896,32144.36683
2002,7,Alabama,all sectors,6.06,499.41289,8243.23275
2002,7,Alaska,all sectors,10.65,44.17369,414.80118
2002,7,Arizona,all sectors,7.62,520.71024,6833.46647
2002,7,Minnesota,all sectors,6.44,400.9457,6226.9339
2002,7,Mississippi,all sectors,6.68,291.95228,4371.12601
2002,8,Louisiana,all sectors,6.4,498.21046,7788.02288
2002,8,Maine,all sectors,10.02,107.03053,1067.9307
2002,8,Maryland,all sectors,7.12,491.40922,6899.10413
2002,8,Massachusetts,all sectors,10.18,546.15881,5363.66241
2002,8,Michigan,all sectors,7.19,729.68756,10145.01314
2002,8,Minnesota,all sectors,6.32,368.06532,5820.99314
2002,8,Mississippi,all sectors,6.51,293.12652,4504.83777
2002,8,Missouri,all sectors,7.07,544.22612,7700.01952
2002,8,Montana,all sectors,5.92,65.04295,1099.31135
2002,8,Arizona,all sectors,7.84,525.71318,6706.78299
2002,8,Arkansas,all sectors,6.08,255.20081,4196.4967
2002,8,California,all sectors,13.27,2949.21135,22224.41865
2002,8,Alabama,all sectors,6.05,504.51901,8335.44792
2002,8,Alaska,all sectors,10.39,45.10194,434.10333
2002,8,Nebraska,all sectors,6.13,159.95519,2609.95049
2002,8,Nevada,all sectors,8.15,262.71867,3222.17821
2002,8,New Hampshire,all sectors,10.24,100.78421,984.46093
2002,8,New Jersey,all sectors,9.76,770.39201,7889.94591
2002,8,New Mexico,all sectors,7.03,129.27807,1839.46994
2002,8,New York,all sectors,12.16,1787.43614,14701.56255
2002,8,North Carolina,all sectors,6.97,871.18139,12502.29702
2002,8,North Dakota,all sectors,5.75,47.74814,829.75644
2002,8,Ohio,all sectors,7.12,1040.19755,14601.34327
2002,8,Colorado,all sectors,6.15,265.53831,4320.80672
2002,8,Connecticut,all sectors,9.64,295.16053,3061.83016
2002,8,Delaware,all sectors,7.5,91.87816,1224.25295
2002,8,Florida,all sectors,7.29,1494.77171,20510.74492
2002,8,Georgia,all sectors,6.72,861.09743,12805.16479
2002,8,Oklahoma,all sectors,6.17,323.70325,5245.0294
2002,8,Oregon,all sectors,6.1,225.05462,3692.10812
2002,8,Pennsylvania,all sectors,8.32,1084.45649,13030.88018
2002,8,Rhode Island,all sectors,9.43,70.76269,750.32122
2002,8,South Carolina,all sectors,6.09,476.06469,7813.38355
2002,8,South Dakota,all sectors,6.64,56.70406,853.63888
2002,8,Tennessee,all sectors,5.86,557.99253,9515.50721
2002,8,Texas,all sectors,6.73,2213.19771,32875.8834
2002,8,Utah,all sectors,5.61,121.27261,2160.87559
2002,8,Vermont,all sectors,10.82,55.50499,512.87685
2002,8,Virginia,all sectors,6.54,635.77109,9720.73938
2002,8,Washington,all sectors,5.69,316.71948,5564.67356
2002,8,West Virginia,all sectors,5.09,128.66875,2528.95267
2002,8,Wisconsin,all sectors,6.34,399.51696,6304.0671
2002,8,Wyoming,all sectors,4.73,50.89428,1075.95298
2002,8,Hawaii,all sectors,13.55,119.99266,885.7588
2002,8,Idaho,all sectors,5.72,109.0044,1906.56242
2002,8,Illinois,all sectors,7.63,1057.0259,13854.17804
2002,8,Indiana,all sectors,5.5,534.86004,9726.47796
2002,8,Iowa,all sectors,6.63,257.21524,3878.83547
2002,8,Kansas,all sectors,6.78,264.82565,3906.32438
2002,8,Kentucky,all sectors,4.82,374.75588,7769.47384
2002,9,Alabama,all sectors,5.94,451.65138,7601.76877
2002,9,Alaska,all sectors,10.43,45.36055,434.92343
2002,9,Florida,all sectors,7.27,1474.97195,20301.09553
2002,9,Georgia,all sectors,6.57,749.59401,11405.1039
2002,9,Hawaii,all sectors,13.46,114.67598,852.15002
2002,9,Iowa,all sectors,6.42,224.71435,3497.66936
2002,9,Kansas,all sectors,6.64,231.69956,3487.85238
2002,9,Kentucky,all sectors,4.38,325.46822,7427.47418
2002,9,Louisiana,all sectors,6.3,509.51045,8093.16274
2002,9,Maine,all sectors,10.63,97.15801,914.32615
2002,9,Idaho,all sectors,5.35,84.53477,1579.74408
2002,9,Arizona,all sectors,7.71,477.85701,6199.56076
2002,9,Arkansas,all sectors,6.09,256.13348,4207.77467
2002,9,California,all sectors,12.24,2581.62523,21095.01117
2002,9,Illinois,all sectors,7.39,868.59938,11757.47499
2002,9,Indiana,all sectors,5.4,472.09276,8745.43447
2002,9,Maryland,all sectors,6.83,397.3352,5820.09638
2002,9,Minnesota,all sectors,5.83,312.59383,5363.19063
2002,9,Mississippi,all sectors,6.45,297.34928,4612.67902
2002,9,Missouri,all sectors,6.17,414.66811,6718.83048
2002,9,Montana,all sectors,5.8,59.5301,1025.81957
2002,9,Nebraska,all sectors,5.84,139.75547,2392.21195
2002,9,Nevada,all sectors,9.43,241.17776,2557.75657
2002,9,New Hampshire,all sectors,10.35,89.39709,863.37572
2002,9,New Jersey,all sectors,9.38,611.95009,6521.82272
2002,9,New Mexico,all sectors,6.82,117.26581,1719.31624
2002,9,New York,all sectors,11.77,1577.94507,13404.69447
2002,9,Rhode Island,all sectors,9.21,59.08645,641.65809
2002,9,South Carolina,all sectors,6.0,434.56708,7247.62625
2002,9,South Dakota,all sectors,6.49,49.35557,760.39719
2002,9,Tennessee,all sectors,5.77,537.57237,9322.80282
2002,9,Texas,all sectors,6.45,1992.13504,30875.33785
2002,9,Utah,all sectors,5.47,105.85921,1934.32781
2002,9,Vermont,all sectors,10.9,50.00438,458.69259
2002,9,Virginia,all sectors,6.22,536.82674,8631.3189
2002,9,Washington,all sectors,5.52,310.58631,5624.31412
2002,9,West Virginia,all sectors,5.06,119.45685,2359.1081
2002,9,Wisconsin,all sectors,6.27,362.26084,5773.58264
2002,9,Wyoming,all sectors,4.8,48.93715,1020.02994
2002,9,North Carolina,all sectors,6.94,787.79665,11347.04467
2002,9,North Dakota,all sectors,5.68,47.31659,833.14505
2002,9,Ohio,all sectors,6.84,892.32495,13041.69822
2002,9,Oklahoma,all sectors,6.7,322.41956,4811.20112
2002,9,Oregon,all sectors,6.27,221.84459,3538.33722
2002,9,Pennsylvania,all sectors,8.29,977.61268,11798.29451
2002,9,Massachusetts,all sectors,10.43,476.35079,4567.50442
2002,9,Michigan,all sectors,7.36,640.63933,8700.67615
2002,9,Colorado,all sectors,6.26,247.05368,3945.36075
2002,9,Connecticut,all sectors,9.64,240.56672,2496.11123
2002,9,Delaware,all sectors,7.41,84.41243,1139.29767
2002,10,Arizona,all sectors,7.72,396.66097,5140.01694
2002,10,Arkansas,all sectors,5.14,194.34832,3778.88883
2002,10,Alabama,all sectors,5.72,385.25597,6732.68209
2002,10,Alaska,all sectors,10.46,46.61964,445.86462
2002,10,Delaware,all sectors,6.6,64.59602,979.26535
2002,10,Florida,all sectors,7.3,1378.91555,18890.38585
2002,10,Georgia,all sectors,6.12,617.22086,10078.48177
2002,10,Hawaii,all sectors,13.8,120.46813,872.73267
2002,10,Idaho,all sectors,5.45,85.96163,1576.99833
2002,10,Illinois,all sectors,7.03,753.64101,10724.06563
2002,10,Indiana,all sectors,5.31,445.62077,8393.56734
2002,10,Iowa,all sectors,5.76,191.46424,3325.75079
2002,10,Kansas,all sectors,6.28,184.63689,2939.76143
2002,10,Kentucky,all sectors,4.26,286.17275,6722.2507
2002,10,Louisiana,all sectors,6.13,438.44121,7154.36791
2002,10,South Carolina,all sectors,5.76,367.27999,6372.1822
2002,10,South Dakota,all sectors,6.27,42.70016,681.52578
2002,10,Tennessee,all sectors,5.8,440.8826,7597.50128
2002,10,Texas,all sectors,6.29,1766.41362,28076.17057
2002,10,Minnesota,all sectors,5.46,277.6457,5082.40365
2002,10,Utah,all sectors,5.5,98.74617,1795.29955
2002,10,Vermont,all sectors,10.91,49.05167,449.5561
2002,10,Virginia,all sectors,6.03,468.87492,7773.99217
2002,10,Washington,all sectors,5.92,332.96501,5627.55026
2002,10,West Virginia,all sectors,5.05,112.81208,2234.91513
2002,10,Wisconsin,all sectors,6.11,334.07239,5469.72072
2002,10,Wyoming,all sectors,4.81,51.22276,1064.54732
2002,10,Maine,all sectors,10.49,95.42927,909.93624
2002,10,Maryland,all sectors,5.82,306.14735,5259.38127
2002,10,Massachusetts,all sectors,10.04,431.86113,4300.41331
2002,10,Michigan,all sectors,6.9,585.0068,8476.87855
2002,10,Mississippi,all sectors,6.15,247.61562,4027.41258
2002,10,Missouri,all sectors,5.39,304.49476,5647.45135
2002,10,Montana,all sectors,5.77,59.16077,1024.75996
2002,10,Nebraska,all sectors,5.34,106.15547,1986.92084
2002,10,Nevada,all sectors,8.52,185.58599,2177.57631
2002,10,California,all sectors,12.68,2656.4801,20947.43349
2002,10,Colorado,all sectors,6.33,235.29156,3715.6894
2002,10,Connecticut,all sectors,9.77,240.43838,2459.80771
2002,10,New Hampshire,all sectors,11.2,93.8438,837.86244
2002,10,New Jersey,all sectors,8.8,513.56967,5839.13832
2002,10,New Mexico,all sectors,6.92,108.94462,1574.22179
2002,10,New York,all sectors,11.49,1345.89776,11716.0429
2002,10,North Carolina,all sectors,6.85,667.92892,9757.39058
2002,10,North Dakota,all sectors,5.43,45.60122,839.70636
2002,10,Ohio,all sectors,6.76,822.08892,12161.97815
2002,10,Oklahoma,all sectors,5.64,237.02344,4201.27759
2002,10,Oregon,all sectors,6.19,211.07729,3409.40825
2002,10,Pennsylvania,all sectors,7.98,909.04488,11392.18217
2002,10,Rhode Island,all sectors,9.28,56.5791,609.99549
2002,11,Arizona,all sectors,6.51,279.08734,4289.21564
2002,11,South Carolina,all sectors,5.6,323.02852,5770.61575
2002,11,South Dakota,all sectors,6.12,43.76313,714.96205
2002,11,Tennessee,all sectors,5.72,400.4505,7001.78374
2002,11,Texas,all sectors,6.19,1474.97327,23829.45456
2002,11,Utah,all sectors,5.35,98.30098,1836.99
2002,11,New Hampshire,all sectors,10.46,84.96858,812.44224
2002,11,Vermont,all sectors,10.85,50.6196,466.5881
2002,11,Virginia,all sectors,6.11,464.59605,7604.04704
2002,11,Washington,all sectors,5.97,367.62153,6158.05624
2002,11,West Virginia,all sectors,5.19,116.33115,2242.66909
2002,11,Wisconsin,all sectors,6.28,324.67719,5168.67534
2002,11,Wyoming,all sectors,4.74,50.86096,1073.10313
2002,11,Arkansas,all sectors,5.18,159.80009,3084.15613
2002,11,California,all sectors,12.09,2050.95951,16962.60477
2002,11,Colorado,all sectors,6.05,223.71661,3700.22936
2002,11,Connecticut,all sectors,9.68,236.89253,2447.60316
2002,11,Delaware,all sectors,6.54,58.73138,897.90236
2002,11,New Jersey,all sectors,8.84,495.15016,5599.79284
2002,11,New Mexico,all sectors,6.69,99.03936,1479.37138
2002,11,New York,all sectors,10.54,1204.76267,11427.52093
2002,11,North Carolina,all sectors,6.6,589.66931,8940.70461
2002,11,North Dakota,all sectors,5.21,45.44903,873.17531
2002,11,Ohio,all sectors,6.53,762.25522,11667.25571
2002,11,Oklahoma,all sectors,5.14,183.46741,3568.03516
2002,11,Oregon,all sectors,6.53,236.08059,3617.88383
2002,11,Pennsylvania,all sectors,7.8,852.1802,10919.19226
2002,11,Rhode Island,all sectors,9.47,57.91097,611.42688
2002,11,Kentucky,all sectors,4.06,277.15016,6820.11797
2002,11,Louisiana,all sectors,6.02,352.95839,5861.82596
2002,11,Maine,all sectors,10.78,101.04171,936.88372
2002,11,Maryland,all sectors,5.89,303.51048,5156.62699
2002,11,Massachusetts,all sectors,9.69,415.3945,4286.56173
2002,11,Michigan,all sectors,6.7,552.51147,8243.42398
2002,11,Minnesota,all sectors,5.52,270.46625,4900.28706
2002,11,Alabama,all sectors,5.36,324.98902,6066.34578
2002,11,Alaska,all sectors,10.24,47.99188,468.72441
2002,11,Mississippi,all sectors,6.07,203.62934,3357.22369
2002,11,Missouri,all sectors,5.46,301.39409,5524.74146
2002,11,Montana,all sectors,5.69,59.74065,1049.40105
2002,11,Nebraska,all sectors,5.28,102.69314,1943.74131
2002,11,Nevada,all sectors,8.17,161.21801,1972.79152
2002,11,Hawaii,all sectors,14.37,121.22161,843.67055
2002,11,Idaho,all sectors,5.58,90.68185,1625.11542
2002,11,Illinois,all sectors,6.4,671.5968,10486.89142
2002,11,Indiana,all sectors,5.01,408.01966,8141.14229
2002,11,Iowa,all sectors,5.66,180.27561,3183.62867
2002,11,Kansas,all sectors,5.88,158.30416,2692.2292
2002,11,Florida,all sectors,7.29,1230.09491,16877.62175
2002,11,Georgia,all sectors,6.04,545.40025,9029.15148
2002,12,South Dakota,all sectors,6.03,45.85096,760.77699
2002,12,Tennessee,all sectors,5.72,466.2969,8145.5903
2002,12,Texas,all sectors,6.54,1488.70838,22780.47018
2002,12,Utah,all sectors,5.08,103.38883,2033.76438
2002,12,Vermont,all sectors,11.04,56.38272,510.8805
2002,12,Virginia,all sectors,6.0,540.8122,9019.0863
2002,12,Washington,all sectors,6.02,412.09007,6848.56103
2002,12,West Virginia,all sectors,5.16,135.69842,2630.88284
2002,12,Wisconsin,all sectors,6.51,372.28438,5714.84728
2002,12,Wyoming,all sectors,4.7,52.40519,1115.0313
2002,12,Kansas,all sectors,5.94,171.74367,2892.14215
2002,12,Kentucky,all sectors,4.03,314.02304,7794.11582
2002,12,Louisiana,all sectors,6.07,367.34281,6051.30211
2002,12,Maine,all sectors,10.79,116.39017,1078.54202
2002,12,Maryland,all sectors,5.07,356.6543,7036.27297
2002,12,Massachusetts,all sectors,9.94,474.2815,4769.26055
2002,12,Michigan,all sectors,7.14,617.69082,8646.7371
2002,12,Minnesota,all sectors,5.55,292.75734,5275.52199
2002,12,Mississippi,all sectors,5.95,211.86533,3560.84677
2002,12,Missouri,all sectors,5.32,332.99091,6264.36512
2002,12,Montana,all sectors,5.79,69.22691,1195.99284
2002,12,Nebraska,all sectors,5.15,105.25329,2042.79976
2002,12,New York,all sectors,10.84,1347.38812,12434.06921
2002,12,North Carolina,all sectors,6.56,673.01143,10257.45759
2002,12,North Dakota,all sectors,5.22,49.8472,955.34646
2002,12,Nevada,all sectors,8.08,181.53023,2247.53247
2002,12,New Hampshire,all sectors,10.9,110.52724,1013.85858
2002,12,New Jersey,all sectors,8.92,586.11221,6567.90301
2002,12,New Mexico,all sectors,6.64,102.57494,1545.44825
2002,12,Ohio,all sectors,6.48,827.62277,12777.36616
2002,12,Oklahoma,all sectors,5.24,203.28333,3879.8412
2002,12,Oregon,all sectors,6.33,266.72356,4215.39662
2002,12,Pennsylvania,all sectors,7.88,972.47102,12337.30522
2002,12,Rhode Island,all sectors,9.34,60.47518,647.48522
2002,12,South Carolina,all sectors,5.67,362.99876,6401.24478
2002,12,Alabama,all sectors,5.47,368.26502,6728.00968
2002,12,Alaska,all sectors,10.14,49.88714,492.18555
2002,12,Arizona,all sectors,6.56,302.77581,4618.96297
2002,12,Arkansas,all sectors,5.14,168.03313,3266.4775
2002,12,California,all sectors,11.94,2270.58793,19022.24164
2002,12,Colorado,all sectors,5.83,222.36804,3814.64223
2002,12,Connecticut,all sectors,9.61,266.38943,2771.43948
2002,12,Delaware,all sectors,6.46,62.91294,973.83843
2002,12,Florida,all sectors,7.15,1158.15578,16199.18214
2002,12,Georgia,all sectors,5.66,561.28701,9918.19241
2002,12,Hawaii,all sectors,14.52,122.72168,845.44249
2002,12,Idaho,all sectors,5.65,98.90848,1749.58098
2002,12,Illinois,all sectors,6.43,731.52988,11368.4814
2002,12,Indiana,all sectors,5.1,456.90952,8960.07016
2002,12,Iowa,all sectors,5.65,190.13824,3364.1269
2003,1,Nebraska,all sectors,4.94,107.42123,2172.45093
2003,1,Nevada,all sectors,8.27,178.34072,2155.97557
2003,1,New Hampshire,all sectors,10.38,104.47198,1006.37185
2003,1,Wisconsin,all sectors,6.38,371.52135,5825.10475
2003,1,Wyoming,all sectors,4.5,53.04045,1179.30493
2003,1,New Jersey,all sectors,8.66,581.42781,6717.43127
2003,1,New Mexico,all sectors,6.71,106.77,1592.24593
2003,1,New York,all sectors,11.05,1407.61951,12741.1876
2003,1,North Carolina,all sectors,6.77,732.2347,10821.86985
2003,1,North Dakota,all sectors,5.13,52.18093,1016.21902
2003,1,Ohio,all sectors,6.4,903.33031,14123.1295
2003,1,Oklahoma,all sectors,5.32,219.43064,4126.82018
2003,1,Oregon,all sectors,6.44,267.11193,4144.75286
2003,1,Pennsylvania,all sectors,7.82,1029.17548,13161.55359
2003,1,Rhode Island,all sectors,8.93,61.40485,687.32126
2003,1,South Carolina,all sectors,5.98,405.94021,6784.30055
2003,1,South Dakota,all sectors,5.98,49.60625,829.08972
2003,1,Tennessee,all sectors,5.71,513.93,9006.63522
2003,1,Texas,all sectors,6.62,1708.22189,25800.26943
2003,1,Utah,all sectors,5.2,104.47004,2009.37065
2003,1,Vermont,all sectors,10.87,53.94964,496.21612
2003,1,Virginia,all sectors,6.08,604.84472,9945.43127
2003,1,Washington,all sectors,6.0,440.82677,7346.77695
2003,1,West Virginia,all sectors,5.02,147.41338,2938.44156
2003,1,Indiana,all sectors,5.26,497.32319,9456.61853
2003,1,Maine,all sectors,9.0,113.78838,1264.50861
2003,1,Maryland,all sectors,7.37,390.35773,5299.981
2003,1,Massachusetts,all sectors,9.21,466.45609,5066.8279
2003,1,Iowa,all sectors,5.6,198.09274,3536.40602
2003,1,Kansas,all sectors,5.93,177.66787,2997.00819
2003,1,Kentucky,all sectors,4.19,344.53971,8228.01106
2003,1,Louisiana,all sectors,5.86,384.41461,6559.64967
2003,1,Florida,all sectors,7.38,1308.24765,17719.00224
2003,1,Georgia,all sectors,6.21,684.8479,11027.67289
2003,1,Hawaii,all sectors,14.39,119.09394,827.33459
2003,1,Idaho,all sectors,5.85,98.03501,1674.55533
2003,1,Illinois,all sectors,6.38,786.25084,12325.7446
2003,1,Alabama,all sectors,5.9,429.20504,7280.36274
2003,1,Alaska,all sectors,10.13,54.78497,540.8805
2003,1,Michigan,all sectors,6.85,650.56082,9494.1662
2003,1,Minnesota,all sectors,5.53,311.03708,5622.12751
2003,1,Mississippi,all sectors,6.15,232.7948,3782.4725
2003,1,Missouri,all sectors,5.22,358.32491,6860.6776
2003,1,Montana,all sectors,5.84,66.62576,1141.36987
2003,1,Connecticut,all sectors,9.45,278.09099,2942.86502
2003,1,Delaware,all sectors,6.56,72.08131,1098.46502
2003,1,Arizona,all sectors,6.46,295.57959,4577.80462
2003,1,Arkansas,all sectors,5.14,184.82736,3594.19575
2003,1,California,all sectors,11.52,2301.66145,19979.42062
2003,1,Colorado,all sectors,6.24,235.6565,3779.57465
2003,2,Georgia,all sectors,6.04,593.3338,9826.12443
2003,2,Hawaii,all sectors,14.64,109.7694,749.58451
2003,2,Idaho,all sectors,5.84,92.27094,1581.32054
2003,2,Illinois,all sectors,6.5,720.70514,11091.92926
2003,2,Indiana,all sectors,5.32,462.2973,8690.88839
2003,2,Iowa,all sectors,5.71,189.21048,3311.08298
2003,2,Kansas,all sectors,6.07,163.68733,2695.87634
2003,2,New Mexico,all sectors,6.7,96.64192,1441.87391
2003,2,New York,all sectors,11.53,1380.06806,11965.80541
2003,2,North Carolina,all sectors,6.7,743.68798,11103.29119
2003,2,North Dakota,all sectors,5.19,50.48008,971.81155
2003,2,Ohio,all sectors,6.49,831.53579,12813.48378
2003,2,Oklahoma,all sectors,5.82,223.74476,3844.26338
2003,2,Oregon,all sectors,6.17,238.32128,3862.72776
2003,2,Pennsylvania,all sectors,7.78,933.87797,12000.095
2003,2,Rhode Island,all sectors,9.85,58.13031,590.12454
2003,2,Maine,all sectors,9.08,102.4819,1128.14737
2003,2,Maryland,all sectors,5.82,368.26637,6325.37602
2003,2,Massachusetts,all sectors,9.68,434.84392,4489.96164
2003,2,Michigan,all sectors,7.0,595.69036,8503.94231
2003,2,Minnesota,all sectors,5.75,289.09174,5024.13354
2003,2,Mississippi,all sectors,6.2,221.59097,3575.21517
2003,2,Missouri,all sectors,5.37,338.08165,6292.76142
2003,2,Montana,all sectors,5.91,62.35045,1055.03366
2003,2,Nebraska,all sectors,5.17,105.2246,2034.3948
2003,2,Nevada,all sectors,8.22,161.34869,1961.86329
2003,2,West Virginia,all sectors,5.16,133.05686,2577.16092
2003,2,Wisconsin,all sectors,6.4,339.32,5301.74401
2003,2,Wyoming,all sectors,4.86,52.99415,1090.77229
2003,2,New Hampshire,all sectors,10.74,97.64428,909.07554
2003,2,New Jersey,all sectors,8.75,516.70997,5908.1948
2003,2,South Carolina,all sectors,5.98,396.40266,6627.95602
2003,2,South Dakota,all sectors,6.11,46.60272,762.69612
2003,2,Tennessee,all sectors,5.84,520.20289,8911.58996
2003,2,Texas,all sectors,6.94,1667.78235,24034.67691
2003,2,Utah,all sectors,5.09,91.13766,1790.60335
2003,2,Vermont,all sectors,10.89,50.0613,459.70518
2003,2,Virginia,all sectors,6.1,544.96421,8940.41472
2003,2,Washington,all sectors,5.99,424.72673,7095.01286
2003,2,Kentucky,all sectors,4.26,322.34564,7561.58132
2003,2,Louisiana,all sectors,5.89,353.46322,5997.48814
2003,2,California,all sectors,11.65,2016.56982,17313.00192
2003,2,Colorado,all sectors,6.42,229.69318,3577.03451
2003,2,Connecticut,all sectors,9.57,247.64986,2586.80738
2003,2,Delaware,all sectors,6.65,74.13968,1114.42343
2003,2,Florida,all sectors,7.33,1246.54897,17011.61334
2003,2,Arizona,all sectors,6.71,277.35234,4131.04775
2003,2,Arkansas,all sectors,5.24,183.8602,3511.83788
2003,2,Alabama,all sectors,5.61,380.12149,6778.65837
2003,2,Alaska,all sectors,10.42,49.53765,475.38923
2003,3,California,all sectors,10.62,1954.8946,18402.45574
2003,3,Colorado,all sectors,6.39,232.346,3634.3021
2003,3,Connecticut,all sectors,9.63,251.58629,2612.06881
2003,3,Indiana,all sectors,5.31,437.99899,8250.52836
2003,3,Iowa,all sectors,5.9,189.5721,3213.89988
2003,3,Kansas,all sectors,6.21,169.33324,2727.18704
2003,3,Kentucky,all sectors,4.19,303.22072,7237.79446
2003,3,Louisiana,all sectors,6.86,374.72545,5463.9901
2003,3,Maine,all sectors,10.58,104.13399,984.3992
2003,3,Maryland,all sectors,5.89,361.87887,6146.49917
2003,3,Massachusetts,all sectors,9.95,463.39743,4657.8549
2003,3,Michigan,all sectors,6.93,609.17913,8794.56921
2003,3,Minnesota,all sectors,5.82,296.27465,5089.12858
2003,3,Mississippi,all sectors,6.33,208.41576,3290.36412
2003,3,Georgia,all sectors,6.06,565.41695,9329.95855
2003,3,Hawaii,all sectors,14.73,124.72938,846.68601
2003,3,Idaho,all sectors,5.87,89.56282,1525.95945
2003,3,Illinois,all sectors,6.62,730.89473,11045.90475
2003,3,Delaware,all sectors,6.66,70.55398,1059.9367
2003,3,Florida,all sectors,7.38,1174.14496,15915.93083
2003,3,Utah,all sectors,5.24,95.34208,1819.03844
2003,3,Vermont,all sectors,10.86,48.64502,447.80365
2003,3,Virginia,all sectors,6.17,500.43308,8107.99196
2003,3,Washington,all sectors,5.82,422.71255,7264.77302
2003,3,West Virginia,all sectors,5.18,122.64954,2366.81626
2003,3,Wisconsin,all sectors,6.38,355.03784,5563.21878
2003,3,Wyoming,all sectors,4.67,59.46663,1272.90475
2003,3,Alabama,all sectors,5.54,346.94927,6264.53747
2003,3,Alaska,all sectors,10.36,47.70462,460.58553
2003,3,Arizona,all sectors,6.64,288.09956,4340.6142
2003,3,Arkansas,all sectors,5.53,182.80182,3308.37887
2003,3,Nevada,all sectors,8.17,175.16679,2144.26949
2003,3,New Hampshire,all sectors,10.89,97.99904,899.66241
2003,3,New Jersey,all sectors,8.85,532.73208,6022.58018
2003,3,New Mexico,all sectors,6.77,98.88704,1460.89278
2003,3,New York,all sectors,12.15,1419.9327,11682.18187
2003,3,North Carolina,all sectors,6.8,639.5142,9408.10533
2003,3,North Dakota,all sectors,5.32,49.58801,932.11243
2003,3,Ohio,all sectors,6.54,838.77249,12818.30564
2003,3,Oklahoma,all sectors,6.51,238.95602,3668.25394
2003,3,Oregon,all sectors,6.14,248.80625,4054.95481
2003,3,Pennsylvania,all sectors,7.91,935.00625,11813.71824
2003,3,Rhode Island,all sectors,9.48,63.06925,665.32559
2003,3,South Carolina,all sectors,5.89,350.44414,5954.63086
2003,3,South Dakota,all sectors,6.19,46.4426,750.03472
2003,3,Tennessee,all sectors,5.82,452.97295,7788.38412
2003,3,Texas,all sectors,7.55,1749.7947,23188.15819
2003,3,Missouri,all sectors,5.43,316.97534,5837.50188
2003,3,Montana,all sectors,5.96,63.01504,1058.14717
2003,3,Nebraska,all sectors,5.41,109.04433,2013.76261
2003,4,Kentucky,all sectors,4.16,270.72547,6510.60836
2003,4,Maryland,all sectors,5.78,315.31053,5458.02782
